Action,Time,ISIN,Ticker,Name,Notes,ID,No. of shares,Price / share,Currency (Price / share),Exchange rate,Result,Currency (Result),Total,Currency (Total),Withholding tax,Currency (Withholding tax),Charge amount,Currency (Charge amount),Deposit fee,Currency (Deposit fee),Currency conversion fee,Currency (Currency conversion fee)
Market buy,2025-01-17 15:11:33.281,IE00BM8R0J59,QYLD,"Global X Nasdaq 100 Covered Call (Dist)",,EOF26703718153,0.1420260000,18.048000,USD,1.22061202,,"GBP",2.10,"GBP",,,,,,,,
Market buy,2025-01-17 15:11:33.605,US0188201000,ALIZY,"Allianz",,EOF26703718156,0.1338260000,31.650000,USD,1.22415979,,"GBP",3.47,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-01-17 15:11:33.694,US4523081093,ITW,"Illinois Tool Works",,EOF26703718159,0.0112771000,257.610000,USD,1.22062761,,"GBP",2.38,"GBP",,,,,,,,
Market buy,2025-01-17 15:11:33.694,US85571B1052,STWD,"Starwood Property Trust",,EOF26703718162,0.5263750000,19.340000,USD,1.22209993,,"GBP",8.34,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-01-17 15:11:33.964,CH0044328745,CB,"Chubb",,EOF26703718165,0.0150759000,274.470000,USD,1.22422552,,"GBP",3.39,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-01-17 15:11:34.089,US71654V1017,PBR/A,"Petroleo Brasileiro (Preferred)",,EOF26703718168,0.2289320000,12.370000,USD,1.22064174,,"GBP",2.32,"GBP",,,,,,,,
Market buy,2025-01-17 15:11:34.301,US28852N1090,EFC,"Ellington Financial",,EOF26703718171,0.2014910000,12.540000,USD,1.22062663,,"GBP",2.07,"GBP",,,,,,,,
Market buy,2025-01-17 15:11:35.355,US03762U1051,ARI,"Apollo Commercial Real Estate Finance",,EOF26703718186,0.8138600000,9.090000,USD,1.22280783,,"GBP",6.06,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-01-17 15:11:38.586,US1405011073,CSWC,"Capital Southwest",,EOF26703718207,0.1070500000,22.580000,USD,1.22080252,,"GBP",1.98,"GBP",,,,,,,,
Market buy,2025-01-17 15:11:40.357,US44045A1025,HRZN,"Horizon Technology Finance",,EOF26703718215,0.2645100000,9.230000,USD,1.22071365,,"GBP",2.00,"GBP",,,,,,,,
Market buy,2025-01-17 15:11:42.492,US6935061076,PPG,"PPG Industries",,EOF26703718225,0.0253248000,120.510000,USD,1.22075665,,"GBP",2.50,"GBP",,,,,,,,
Market buy,2025-01-17 15:11:45.167,US83012A1097,TSLX,"Sixth Street Specialty Lending",,EOF26703718236,0.3365110000,21.730000,USD,1.22280669,,"GBP",5.99,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-01-17 15:11:50.671,US38173M1027,GBDC,"Golub Capital BDC",,EOF26703718280,0.2561720000,15.390000,USD,1.22058423,,"GBP",3.23,"GBP",,,,,,,,
Market buy,2025-01-17 15:11:51.686,US17259U2042,CION,"CION Investment",,EOF26703718288,0.3381010000,11.480000,USD,1.22056587,,"GBP",3.18,"GBP",,,,,,,,
Market buy,2025-01-17 15:11:52.847,US5021751020,LTC,"LTC Properties",,EOF26703718302,0.0549900000,35.070000,USD,1.22056917,,"GBP",1.58,"GBP",,,,,,,,
Market buy,2025-01-17 15:12:05.651,US03761U5020,MFIC,"MidCap Financial Investment",,EOF26703718445,0.3473460000,13.530000,USD,1.22385192,,"GBP",3.85,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-01-17 15:12:06.559,US74348T1025,PSEC,"Prospect Capital",,EOF26703718460,0.5553500000,4.330000,USD,1.22064238,,"GBP",1.97,"GBP",,,,,,,,
Market buy,2025-01-17 15:12:06.559,US09261X1028,BXSL,"Blackstone Secured Lending Fund",,EOF26703718457,0.3791530000,32.710000,USD,1.22308625,,"GBP",10.16,"GBP",,,,,,,0.02,"GBP"
Market buy,2025-01-17 15:12:08.189,US4312841087,HIW,"Highwoods Properties",,EOF26703718484,0.1150000000,30.040000,USD,1.22070671,,"GBP",2.83,"GBP",,,,,,,,
Market buy,2025-01-17 15:12:11.489,US03464Y1082,AOMR,"Angel Oak Mortgage",,EOF26703718537,0.2392730000,10.050000,USD,1.22065667,,"GBP",1.97,"GBP",,,,,,,,
Market buy,2025-01-17 15:12:33.31,US2885781078,EARN,"Ellington Credit",,EOF26703718662,0.4873900000,6.610000,USD,1.22032117,,"GBP",2.64,"GBP",,,,,,,,
Market buy,2025-01-17 15:12:40.792,US6915431026,OXLC,"Oxford Lane Capital",,EOF26703718728,1.8759000000,5.100000,USD,1.22185057,,"GBP",7.84,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-01-17 15:12:54.797,US2256551092,CCAP,"Crescent Capital BDC",,EOF26703718840,0.7185560000,19.460000,USD,1.22229893,,"GBP",11.46,"GBP",,,,,,,0.02,"GBP"
Market buy,2025-01-17 15:13:26.649,US3765358789,GLAD,"Gladstone Capital",,EOF26703719111,0.0857240000,29.890000,USD,1.22013826,,"GBP",2.10,"GBP",,,,,,,,
Market buy,2025-01-17 15:14:23.176,US8585681088,SCM,"Stellus Capital Investment",,EOF26703719408,0.3186690000,14.280000,USD,1.22327777,,"GBP",3.73,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-01-17 15:15:00.725,US55025L1089,LFT,"Lument Finance Trust",,EOF26703719676,5.3639900000,2.580000,USD,1.22253482,,"GBP",11.34,"GBP",,,,,,,0.02,"GBP"
Dividend (Dividend),2025-01-22 09:05:14,US17275R1023,CSCO,"Cisco Systems",,,1.1575800000,0.340000,USD,Not available,,,0.32,"GBP",0.07,USD,,,,,,
Dividend (Dividend),2025-01-22 09:13:26,US74348T1025,PSEC,"Prospect Capital",,,15.0435000000,0.038250,USD,Not available,,,0.47,"GBP",0.10,USD,,,,,,
Dividend (Dividend),2025-01-24 11:42:20,US8718291078,SYY,"Sysco",,,0.8927350000,0.433500,USD,Not available,,,0.31,"GBP",0.07,USD,,,,,,
Dividend (Dividend),2025-01-24 11:44:41,IE00BM8R0J59,QYLD,"Global X Nasdaq 100 Covered Call (Dist)",,,1.4268880000,0.176976,USD,Not available,,,0.20,"GBP",0.00,USD,,,,,,
Dividend (Dividend),2025-01-24 11:45:58,US09261X1028,BXSL,"Blackstone Secured Lending Fund",,,3.5208660000,0.654500,USD,Not available,,,1.86,"GBP",0.41,USD,,,,,,
Dividend (Dividend),2025-01-27 12:54:53,US17259U2042,CION,"CION Investment",,,2.1321130000,0.042500,USD,Not available,,,0.07,"GBP",0.02,USD,,,,,,
Dividend (Dividend),2025-01-27 12:55:13,US2885781078,EARN,"Ellington Credit",,,3.8228100000,0.068000,USD,Not available,,,0.21,"GBP",0.05,USD,,,,,,
Dividend (Dividend),2025-01-27 12:55:44,US28852N1090,EFC,"Ellington Financial",,,2.0552780000,0.110500,USD,Not available,,,0.18,"GBP",0.04,USD,,,,,,
Dividend (Dividend),2025-01-27 12:56:33,US38147U1079,GSBD,"Goldman Sachs BDC",,,1.9682990000,0.382500,USD,Not available,,,0.60,"GBP",0.13,USD,,,,,,
Deposit,2025-01-28 13:56:52.997,,,,"Transaction ID: WGDNK5L2QXMT7CG6",146c9c01-98de-4648-8b3c-b9727ff1a71d,,,,,,,500.00,"GBP",,,503.50,"GBP",-3.50,"GBP",,
Market buy,2025-01-28 14:32:39.394,US67066G1040,NVDA,"Nvidia",,EOF27303642584,4.0000000000,120.384000,USD,1.24363636,,"GBP",387.78,"GBP",,,,,,,0.58,"GBP"
Market buy,2025-01-28 14:32:39.741,US67066G1040,NVDA,"Nvidia",,EOF27303642629,1.1584687000,120.290000,USD,1.24366086,,"GBP",112.22,"GBP",,,,,,,0.17,"GBP"
Dividend (Dividend),2025-01-29 13:12:22,CA0641491075,BNS,"Bank of Nova Scotia",,,1.2689390000,0.625903,USD,Not available,,,0.64,"GBP",0.14,USD,,,,,,
Dividend (Dividend),2025-01-31 11:58:16,US3765361080,GOOD,"Gladstone Commercial",,,4.3732710000,0.085000,USD,Not available,,,0.30,"GBP",0.07,USD,,,,,,
Dividend (Dividend),2025-01-31 12:06:29,CA8911605092,TD,"Toronto-Dominion Bank",,,1.2890270000,0.616427,USD,Not available,,,0.64,"GBP",0.14,USD,,,,,,
Dividend (Dividend),2025-01-31 12:12:44,US3765358789,GLAD,"Gladstone Capital",,,1.4265670000,0.140250,USD,Not available,,,0.16,"GBP",0.04,USD,,,,,,
Dividend (Dividend),2025-01-31 12:19:46,US5021751020,LTC,"LTC Properties",,,2.0486440000,0.161500,USD,Not available,,,0.27,"GBP",0.06,USD,,,,,,
Dividend (Dividend),2025-01-31 12:23:13,US6915431026,OXLC,"Oxford Lane Capital",,,14.8321000000,0.076500,USD,Not available,,,0.91,"GBP",0.20,USD,,,,,,
Dividend (Dividend),2025-01-31 12:35:52,US46625H1005,JPM,"JPMorgan Chase & Co",,,0.2844678000,1.062500,USD,Not available,,,0.24,"GBP",0.05,USD,,,,,,
Dividend (Dividend),2025-02-03 13:15:15,US70806A1060,PFLT,"PennantPark Floating Rate Capital",,,2.3385000000,0.087125,USD,Not available,,,0.17,"GBP",0.04,USD,,,,,,
Dividend (Dividend),2025-02-05 15:58:59,US5486611073,LOW,"Lowe's",,,0.2759169000,0.977500,USD,Not available,,,0.22,"GBP",0.05,USD,,,,,,
Dividend (Dividend),2025-02-07 15:27:00,IE00BLS09M33,PNR,"Pentair",,,0.6988660000,0.250000,USD,Not available,,,0.14,"GBP",0.00,USD,,,,,,
Dividend (Dividend),2025-02-07 15:28:48,IE00BM8R0J59,QYLD,"Global X Nasdaq 100 Covered Call (Dist)",,,1.5689140000,0.178509,USD,Not available,,,0.23,"GBP",0.00,USD,,,,,,
Dividend (Dividend),2025-02-07 15:36:34,US57636Q1040,MA,"Mastercard",,,0.1295826000,0.646000,USD,Not available,,,0.07,"GBP",0.01,USD,,,,,,
Dividend (Dividend),2025-02-07 15:45:17,US3695501086,GD,"General Dynamics",,,0.2579615000,1.207000,USD,Not available,,,0.25,"GBP",0.05,USD,,,,,,
Dividend (Dividend),2025-02-11 09:00:33,US00123Q1040,AGNC,"AGNC Investment",,,7.3760900000,0.102000,USD,Not available,,,0.61,"GBP",0.13,USD,,,,,,
Dividend (Dividend),2025-02-11 09:10:32,US6703461052,NUE,"Nucor",,,0.5870165000,0.467500,USD,Not available,,,0.22,"GBP",0.05,USD,,,,,,
Deposit,2025-02-12 21:08:41.292,,,,"Transaction ID: C8HWKPPNXW8Q8PF3",151102fe-5f28-4218-85e8-090b607ce90a,,,,,,,1000.00,"GBP",,,1007.00,"GBP",-7.00,"GBP",,
Withdrawal,2025-02-13 03:23:03.517,,,,"Sent to Bank Account 04-29-09 / 66365236",7332efde-926f-4645-ba40-3df23703661b,,,,,,,-520.00,"GBP",,,,,,,,
Dividend (Dividend),2025-02-13 13:47:47,US0378331005,AAPL,"Apple",,,0.3113090000,0.212500,USD,Not available,,,0.05,"GBP",0.01,USD,,,,,,
Market buy,2025-02-13 14:37:28.507,US0378331005,AAPL,"Apple",,EOF28102334572,0.0508123000,237.840000,USD,1.24589664,,"GBP",9.71,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-02-13 14:37:28.507,US7561091049,O,"Realty Income",,EOF28102334575,0.2235920000,54.050000,USD,1.24589150,,"GBP",9.71,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-02-13 14:37:28.507,US5949181045,MSFT,"Microsoft",,EOF28102334587,0.0296024000,408.250000,USD,1.24589482,,"GBP",9.71,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-02-13 14:37:28.507,CA0641491075,BNS,"Bank of Nova Scotia",,EOF28102334590,0.2363150000,51.140000,USD,1.24589165,,"GBP",9.71,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-02-13 14:37:28.583,US1667641005,CVX,"Chevron",,EOF28102334593,0.0783582000,154.230000,USD,1.24589538,,"GBP",9.71,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-02-13 14:37:28.583,CA0636711016,BMO,"Bank of Montreal",,EOF28102334596,0.1221210000,98.960000,USD,1.24588599,,"GBP",9.71,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-02-13 14:37:28.682,US02209S1033,MO,"Altria",,EOF28102334599,0.2284510000,52.900000,USD,1.24588225,,"GBP",9.71,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-02-13 14:37:28.682,US4781601046,JNJ,"Johnson & Johnson",,EOF28102334602,0.0777927000,155.350000,USD,1.24588617,,"GBP",9.71,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-02-13 14:37:28.682,AN8068571086,SLB,"Schlumberger",,EOF28102334605,0.2905770000,41.590000,USD,1.24588633,,"GBP",9.71,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-02-13 14:37:28.732,US85254J1025,STAG,"STAG Industrial",,EOF28102334611,0.3424510000,35.290000,USD,1.24588616,,"GBP",9.71,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-02-13 14:37:28.732,US7134481081,PEP,"PepsiCo",,EOF28102334616,0.0835240000,144.690000,USD,1.24588531,,"GBP",9.71,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-02-13 14:37:28.732,US8718291078,SYY,"Sysco",,EOF28102334619,0.1721030000,70.220000,USD,1.24588377,,"GBP",9.71,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-02-13 14:37:28.837,US3695501086,GD,"General Dynamics",,EOF28102334622,0.0483384000,250.010000,USD,1.24588488,,"GBP",9.71,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-02-13 14:37:28.837,US9311421039,WMT,"Walmart",,EOF28102334625,0.1163819000,103.840000,USD,1.24588623,,"GBP",9.71,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-02-13 14:37:28.936,US17275R1023,CSCO,"Cisco Systems",,EOF28102334631,0.1843360000,65.560000,USD,1.24588331,,"GBP",9.71,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-02-13 14:37:28.997,CA8911605092,TD,"Toronto-Dominion Bank",,EOF28102334640,0.2017540000,59.900000,USD,1.24588294,,"GBP",9.71,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-02-13 14:37:29.144,US2788651006,ECL,"Ecolab",,EOF28102334659,0.0458272000,263.710000,USD,1.24588566,,"GBP",9.71,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-02-13 14:37:29.26,US09290D1019,BLK,"BlackRock",,EOF28102334663,0.0123365000,979.620000,USD,1.24588475,,"GBP",9.71,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-02-13 14:37:29.72,CA1363851017,CNQ,"Canadian Natural Resources",,EOF28102334685,0.4018920000,30.070000,USD,1.24586520,,"GBP",9.71,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-02-13 14:37:29.773,CA7800871021,RY,"Royal Bank of Canada",,EOF28102334694,0.1018276000,118.680000,USD,1.24586593,,"GBP",9.71,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-02-13 14:37:29.773,US7427181091,PG,"Procter & Gamble",,EOF28102334700,0.0711755000,169.790000,USD,1.24586475,,"GBP",9.71,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-02-13 14:37:30.066,US00123Q1040,AGNC,"AGNC Investment",,EOF28102334719,1.1824750000,10.220000,USD,1.24586541,,"GBP",9.71,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-02-13 14:37:30.357,US0084921008,ADC,"Agree Realty",,EOF28102334736,0.1706160000,70.830000,USD,1.24584858,,"GBP",9.71,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-02-13 14:37:30.357,US6703461052,NUE,"Nucor",,EOF28102334742,0.0902389000,133.920000,USD,1.24585499,,"GBP",9.71,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-02-13 14:37:30.357,US46625H1005,JPM,"JPMorgan Chase & Co",,EOF28102334755,0.0439607000,274.900000,USD,1.24585530,,"GBP",9.71,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-02-13 14:37:30.473,US4523081093,ITW,"Illinois Tool Works",,EOF28102334761,0.0467605000,258.440000,USD,1.24585398,,"GBP",9.71,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-02-13 14:37:30.473,US57636Q1040,MA,"Mastercard",,EOF28102334789,0.0214646000,563.010000,USD,1.24585406,,"GBP",9.71,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-02-13 14:37:30.684,US0394831020,ADM,"Archer-Daniels-Midland",,EOF28102334818,0.2678910000,45.110000,USD,1.24583123,,"GBP",9.71,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-02-13 14:37:30.734,US1912161007,KO,"Coca-Cola",,EOF28102334824,0.1744560000,69.270000,USD,1.24583166,,"GBP",9.71,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-02-13 14:37:31.173,US0010551028,AFL,"Aflac",,EOF28102334855,0.1173366000,102.990000,USD,1.24582437,,"GBP",9.71,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-02-13 14:37:31.799,US8552441094,SBUX,"Starbucks",,EOF28102334940,0.1070268000,112.910000,USD,1.24581401,,"GBP",9.71,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-02-13 14:37:31.958,US4943681035,KMB,"Kimberly-Clark",,EOF28102334964,0.0900544000,134.190000,USD,1.24581442,,"GBP",9.71,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-02-13 14:37:33.448,US56035L1044,MAIN,"Main Street Capital",,EOF28102335067,0.1987850000,60.790000,USD,1.24578764,,"GBP",9.71,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-02-13 14:37:33.61,IE00BLS09M33,PNR,"Pentair",,EOF28102335097,0.1226190000,98.550000,USD,1.24578375,,"GBP",9.71,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-02-13 14:37:34.102,US4592001014,IBM,"IBM",,EOF28102335120,0.0474206000,254.830000,USD,1.24579293,,"GBP",9.71,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-02-13 14:37:34.276,US74348T1025,PSEC,"Prospect Capital",,EOF28102335152,2.7526600000,4.390000,USD,1.24579148,,"GBP",9.71,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-02-13 14:37:37.316,US8243481061,SHW,"Sherwin-Williams",,EOF28102335329,0.0339781000,355.640000,USD,1.24577025,,"GBP",9.71,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-02-13 14:37:37.744,US3765361080,GOOD,"Gladstone Commercial",,EOF28102335355,0.7496210000,16.120000,USD,1.24576190,,"GBP",9.71,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-02-13 14:37:38.387,US2910111044,EMR,"Emerson Electric",,EOF28102335375,0.0973958000,124.070000,USD,1.24576256,,"GBP",9.71,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-02-13 14:37:39.58,US14149Y1082,CAH,"Cardinal Health",,EOF28102335461,0.0941723000,128.320000,USD,1.24579273,,"GBP",9.71,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-02-13 14:37:39.776,US5486611073,LOW,"Lowe's",,EOF28102335490,0.0480313000,251.590000,USD,1.24579327,,"GBP",9.71,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-02-13 14:37:42.704,US3546131018,BEN,"Franklin Resources",,EOF28102335688,0.6029990000,20.040000,USD,1.24578350,,"GBP",9.71,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-02-13 14:37:45.001,US74144T1088,TROW,"T Rowe Price",,EOF28102335884,0.1129749000,106.960000,USD,1.24575209,,"GBP",9.71,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-02-13 14:37:45.334,US7766961061,ROP,"Roper Technologies",,EOF28102335907,0.0212013000,569.960000,USD,1.24576215,,"GBP",9.71,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-02-13 14:37:58.261,US5801351017,MCD,"McDonald's",,EOF28102337016,0.0393638000,306.990000,USD,1.24580339,,"GBP",9.71,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-02-13 14:37:59.898,US0530151036,ADP,"Automatic Data Processing",,EOF28102337060,0.0394956000,305.960000,USD,1.24578080,,"GBP",9.71,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-02-13 14:38:19.628,US5021751020,LTC,"LTC Properties",,EOF28102337391,0.3562760000,33.920000,USD,1.24586411,,"GBP",9.71,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-02-13 14:39:11.513,CH0044328745,CB,"Chubb",,EOF28102338174,0.0454878000,265.660000,USD,1.24580298,,"GBP",9.71,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-02-13 14:39:14.985,US6935061076,PPG,"PPG Industries",,EOF28102338262,0.1040055000,116.190000,USD,1.24581433,,"GBP",9.71,"GBP",,,,,,,0.01,"GBP"
Market buy,2025-02-13 14:40:01.605,US3848021040,GWW,"WW Grainger",,EOF28102338906,0.0115856100,1043.000000,USD,1.24575167,,"GBP",9.71,"GBP",,,,,,,0.01,"GBP"
Dividend (Dividend),2025-02-14 12:20:37,US8585681088,SCM,"Stellus Capital Investment",,,4.9836610000,0.113305,USD,Not available,,,0.45,"GBP",0.10,USD,,,,,,
Dividend (Dividend),2025-02-14 12:29:15,US56035L1044,MAIN,"Main Street Capital",,,1.1741880000,0.212500,USD,Not available,,,0.20,"GBP",0.04,USD,,,,,,
Dividend (Dividend),2025-02-14 12:40:12,US0084921008,ADC,"Agree Realty",,,0.9798490000,0.215050,USD,Not available,,,0.17,"GBP",0.04,USD,,,,,,
Dividend (Dividend),2025-02-14 12:55:42,US7561091049,O,"Realty Income",,,1.2985940000,0.224400,USD,Not available,,,0.23,"GBP",0.05,USD,,,,,,
Dividend (Dividend),2025-02-14 13:01:45,US44045A1025,HRZN,"Horizon Technology Finance",,,2.8094700000,0.093500,USD,Not available,,,0.21,"GBP",0.05,USD,,,,,,
Market sell,2025-02-18 05:39:47.52,US67066G1040,NVDA,"Nvidia",,EOF28301994584,5.1584687000,140.070000,USD,1.25958216,74.39,"GBP",572.78,"GBP",,,,,,,0.86,"GBP"
Dividend (Dividend),2025-02-18 15:07:10,US85254J1025,STAG,"STAG Industrial",,,2.0662730000,0.105542,USD,Not available,,,0.17,"GBP",0.04,USD,,,,,,
Dividend (Dividend),2025-02-18 15:24:15,US7427181091,PG,"Procter & Gamble",,,0.4451224000,0.855525,USD,Not available,,,0.30,"GBP",0.07,USD,,,,,,
Dividend (Dividend),2025-02-19 12:11:47,US74348T1025,PSEC,"Prospect Capital",,,16.6305700000,0.038250,USD,Not available,,,0.50,"GBP",0.11,USD,,,,,,
Dividend (Dividend),2025-02-24 10:34:37,CA7800871021,RY,"Royal Bank of Canada",,,0.5957579000,0.886022,USD,Not available,,,0.42,"GBP",0.09,USD,,,,,,
Dividend (Dividend),2025-02-25 11:41:35,US2885781078,EARN,"Ellington Credit",,,4.3102000000,0.068000,USD,Not available,,,0.23,"GBP",0.05,USD,,,,,,
Dividend (Dividend),2025-02-25 11:44:01,US28852N1090,EFC,"Ellington Financial",,,2.2567690000,0.110500,USD,Not available,,,0.20,"GBP",0.04,USD,,,,,,
Dividend (Dividend),2025-02-26 13:50:34,CA0636711016,BMO,"Bank of Montreal",,,0.7198424000,0.943133,USD,Not available,,,0.54,"GBP",0.12,USD,,,,,,
Dividend (Dividend),2025-02-27 13:47:58,US71654V1017,PBR/A,"Petroleo Brasileiro (Preferred)",,,2.0569610000,0.200981,USD,Not available,,,0.33,"GBP",0.07,USD,,,,,,
Market buy,2025-02-28 07:34:31.875,US67066G1040,NVDA,"Nvidia",,EOF28806655576,5.9579046000,120.790000,USD,1.25831461,,"GBP",572.78,"GBP",,,,,,,0.86,"GBP"
Dividend (Dividend),2025-02-28 13:46:36,US03464Y1082,AOMR,"Angel Oak Mortgage",,,4.2387030000,0.272000,USD,Not available,,,0.91,"GBP",0.20,USD,,,,,,
Dividend (Dividend),2025-02-28 13:52:39,US3765361080,GOOD,"Gladstone Commercial",,,5.1228920000,0.085000,USD,Not available,,,0.35,"GBP",0.08,USD,,,,,,
Dividend (Dividend),2025-02-28 14:05:20,US5021751020,LTC,"LTC Properties",,,2.4049200000,0.161500,USD,Not available,,,0.31,"GBP",0.07,USD,,,,,,
Dividend (Dividend),2025-02-28 14:07:38,US3765358789,GLAD,"Gladstone Capital",,,1.4265670000,0.140250,USD,Not available,,,0.16,"GBP",0.04,USD,,,,,,
Dividend (Dividend),2025-02-28 14:24:07,US8552441094,SBUX,"Starbucks",,,0.8620118000,0.518500,USD,Not available,,,0.36,"GBP",0.08,USD,,,,,,
Dividend (Dividend),2025-02-28 14:28:40,US6915431026,OXLC,"Oxford Lane Capital",,,16.7080000000,0.076500,USD,Not available,,,1.02,"GBP",0.23,USD,,,,,,
Dividend (Dividend),2025-03-03 12:28:57,US70806A1060,PFLT,"PennantPark Floating Rate Capital",,,2.5439340000,0.087125,USD,Not available,,,0.18,"GBP",0.04,USD,,,,,,
Dividend (Dividend),2025-03-03 12:45:42,US3848021040,GWW,"WW Grainger",,,0.0642679200,1.742500,USD,Not available,,,0.09,"GBP",0.02,USD,,,,,,
Dividend (Dividend),2025-03-03 12:54:26,US0010551028,AFL,"Aflac",,,0.7922609000,0.493000,USD,Not available,,,0.31,"GBP",0.07,USD,,,,,,
Dividend (Dividend),2025-03-04 10:27:03,US4781601046,JNJ,"Johnson & Johnson",,,0.5644190000,1.054000,USD,Not available,,,0.47,"GBP",0.10,USD,,,,,,
Dividend (Dividend),2025-03-10 12:00:48,US1667641005,CVX,"Chevron",,,0.5551861000,1.453500,USD,Not available,,,0.62,"GBP",0.14,USD,,,,,,
Dividend (Dividend),2025-03-10 12:14:12,US2910111044,EMR,"Emerson Electric",,,0.6768640000,0.448375,USD,Not available,,,0.23,"GBP",0.05,USD,,,,,,
Dividend (Dividend),2025-03-10 12:28:04,US4592001014,IBM,"IBM",,,0.3199350000,1.419500,USD,Not available,,,0.35,"GBP",0.08,USD,,,,,,
Dividend (Dividend),2025-03-11 08:07:48,US00123Q1040,AGNC,"AGNC Investment",,,8.5585650000,0.102000,USD,Not available,,,0.68,"GBP",0.15,USD,,,,,,
Dividend (Dividend),2025-03-11 08:11:18,US4312841087,HIW,"Highwoods Properties",,,0.9436200000,0.425000,USD,Not available,,,0.31,"GBP",0.07,USD,,,,,,
Dividend (Dividend),2025-03-11 08:17:32,US0394831020,ADM,"Archer-Daniels-Midland",,,1.6623650000,0.433500,USD,Not available,,,0.56,"GBP",0.13,USD,,,,,,
Dividend (Dividend),2025-03-12 12:07:37,US6935061076,PPG,"PPG Industries",,,0.7006274000,0.578000,USD,Not available,,,0.31,"GBP",0.07,USD,,,,,,
Dividend (Dividend),2025-03-13 09:38:28,US5949181045,MSFT,"Microsoft",,,0.1970926000,0.705500,USD,Not available,,,0.11,"GBP",0.02,USD,,,,,,
Dividend (Dividend),2025-03-14 12:00:08,US8585681088,SCM,"Stellus Capital Investment",,,4.9836610000,0.113305,USD,Not available,,,0.44,"GBP",0.10,USD,,,,,,
Dividend (Dividend),2025-03-14 12:15:47,US7561091049,O,"Realty Income",,,1.5221860000,0.227800,USD,Not available,,,0.27,"GBP",0.06,USD,,,,,,
Dividend (Dividend),2025-03-14 12:27:03,US56035L1044,MAIN,"Main Street Capital",,,1.3729730000,0.212500,USD,Not available,,,0.23,"GBP",0.05,USD,,,,,,
Dividend (Dividend),2025-03-14 12:37:52,US8243481061,SHW,"Sherwin-Williams",,,0.2343859000,0.671500,USD,Not available,,,0.12,"GBP",0.03,USD,,,,,,
Dividend (Dividend),2025-03-14 12:41:01,US2256551092,CCAP,"Crescent Capital BDC",,,5.8546550000,0.042500,USD,Not available,,,0.19,"GBP",0.04,USD,,,,,,
